outcome,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population
case,202247,65-79,vaccinated,14589,12822096,7125,1313489.05
case,202247,65-79,vax with updated booster,4123,4793058,7125,1313489.05
case,202247,80+,vaccinated,7163,3809542,3345,555942.45
case,202247,80+,vax with updated booster,2065,1460918,3345,555942.45
case,202247,all_ages,vaccinated,71256,75971517,44139,22805199.9
case,202247,all_ages,vax with updated booster,11156,13085833,44139,22805199.9
case,202248,0.5-4,vaccinated,222,302656,7194,5196077
case,202248,0.5-4,vax with updated booster,,,,
case,202248,12-17,vaccinated,3369,6305079,4060,4239284.65
case,202248,12-17,vax with updated booster,137,445996,4060,4239284.65
case,202248,18-29,vaccinated,16401,14416578,15344,7810512
case,202248,18-29,vax with updated booster,883,925885,15344,7810512
case,202248,30-49,vaccinated,30896,24929474,21878,8837173
case,202248,30-49,vax with updated booster,2998,2905202,21878,8837173
case,202248,5-11,vaccinated,1568,3716621,4550,8878767
case,202248,5-11,vax with updated booster,50,209410,4550,8878767
case,202248,50-64,vaccinated,27412,19475932,13681,4267767.4
case,202248,50-64,vax with updated booster,3776,3599351,13681,4267767.4
case,202248,65-79,vaccinated,19380,12547970,9115,1313326.05
case,202248,65-79,vax with updated booster,5501,5110175,9115,1313326.05
case,202248,80+,vaccinated,9130,3733204,4233,555844.45
case,202248,80+,vax with updated booster,2863,1559196,4233,555844.45
case,202248,all_ages,vaccinated,103219,75103158,64251,22784622.9
case,202248,all_ages,vax with updated booster,16021,14099809,64251,22784622.9
case,202249,0.5-4,vaccinated,282,312635,6877,5179535
case,202249,0.5-4,vax with updated booster,,,,
case,202249,12-17,vaccinated,3861,6261739,4738,4236448.65
case,202249,12-17,vax with updated booster,180,493260,4738,4236448.65
case,202249,18-29,vaccinated,14311,14355083,13614,7799693
case,202249,18-29,vax with updated booster,859,1013128,13614,7799693
case,202249,30-49,vaccinated,29513,24766427,21219,8824322
case,202249,30-49,vax with updated booster,3096,3101522,21219,8824322
case,202249,5-11,vaccinated,2025,3679130,5465,8873406
case,202249,5-11,vax with updated booster,79,253396,5465,8873406
case,202249,50-64,vaccinated,26903,19271343,13338,4261117.4
case,202249,50-64,vax with updated booster,4109,3822508,13338,4261117.4
case,202249,65-79,vaccinated,18694,12352613,9163,1313075.05
case,202249,65-79,vax with updated booster,5941,5339918,9163,1313075.05
case,202249,80+,vaccinated,8634,3680182,4057,555756.45
case,202249,80+,vax with updated booster,2996,1628401,4057,555756.45
case,202249,all_ages,vaccinated,98055,74425648,61391,22753963.9
case,202249,all_ages,vax with updated booster,17001,14905477,61391,22753963.9
case,202250,0.5-4,vaccinated,280,320544,7135,5164658
case,202250,0.5-4,vax with updated booster,,,,
case,202250,12-17,vaccinated,4142,6238405,4910,4233218.65
case,202250,12-17,vax with updated booster,194,518850,4910,4233218.65
case,202250,18-29,vaccinated,14516,14319371,13809,7789635
case,202250,18-29,vax with updated booster,1014,1065376,13809,7789635
case,202250,30-49,vaccinated,30946,24670178,21720,8811796
case,202250,30-49,vax with updated booster,3541,3218809,21720,8811796
case,202250,5-11,vaccinated,2172,3660300,5895,8867578
case,202250,5-11,vax with updated booster,84,276869,5895,8867578
case,202250,50-64,vaccinated,27583,19129874,13555,4254879.4
case,202250,50-64,vax with updated booster,4573,3976099,13555,4254879.4
case,202250,65-79,vaccinated,19238,12205526,8845,1312797.05
case,202250,65-79,vax with updated booster,6639,5511465,8845,1312797.05
case,202250,80+,vaccinated,8515,3641453,3907,555638.45
case,202250,80+,vax with updated booster,3153,1679258,3907,555638.45
case,202250,all_ages,vaccinated,100798,73966402,61836,22724745.9
case,202250,all_ages,vax with updated booster,18920,15451007,61836,22724745.9
case,202251,0.5-4,vaccinated,294,330650,7091,5152917
case,202251,0.5-4,vax with updated booster,,,,
case,202251,12-17,vaccinated,3287,6212662,3485,4229573.65
case,202251,12-17,vax with updated booster,177,550126,3485,4229573.65
case,202251,18-29,vaccinated,14423,14277835,13374,7779421
case,202251,18-29,vax with updated booster,1045,1125475,13374,7779421
case,202251,30-49,vaccinated,30446,24540963,20854,8798866
case,202251,30-49,vax with updated booster,3746,3375997,20854,8798866
case,202251,5-11,vaccinated,1769,3634811,4293,8862068
case,202251,5-11,vax with updated booster,84,308371,4293,8862068
case,202251,50-64,vaccinated,27135,18945537,13737,4248365.4
case,202251,50-64,vax with updated booster,5019,4175447,13737,4248365.4
case,202251,65-79,vaccinated,19577,12018437,9209,1312487.05
case,202251,65-79,vax with updated booster,7094,5729551,9209,1312487.05
case,202251,80+,vaccinated,8527,3593175,4340,555547.45
case,202251,80+,vax with updated booster,3586,1742418,4340,555547.45
case,202251,all_ages,vaccinated,100108,73375947,61514,22694686.9
case,202251,all_ages,vax with updated booster,20490,16148888,61514,22694686.9
case,202252,0.5-4,vaccinated,207,337813,7568,5146294
case,202252,0.5-4,vax with updated booster,0,1606,7568,5146294
case,202252,12-17,vaccinated,1923,6185162,2205,4226711.65
case,202252,12-17,vax with updated booster,129,581534,2205,4226711.65
case,202252,18-29,vaccinated,14754,14233266,14248,7771323
case,202252,18-29,vax with updated booster,998,1190052,14248,7771323
case,202252,30-49,vaccinated,29667,24410047,22087,8788311
case,202252,30-49,vax with updated booster,3346,3534814,22087,8788311
case,202252,5-11,vaccinated,957,3609096,2714,8858140
case,202252,5-11,vax with updated booster,68,340128,2714,8858140
case,202252,50-64,vaccinated,27659,18756906,14281,4242381.4
case,202252,50-64,vax with updated booster,5065,4380097,14281,4242381.4
case,202252,65-79,vaccinated,21332,11833980,10199,1312368.05
case,202252,65-79,vax with updated booster,7804,5945350,10199,1312368.05
case,202252,80+,vaccinated,9833,3547210,4783,555506.45
case,202252,80+,vax with updated booster,4268,1802898,4783,555506.45
case,202252,all_ages,vaccinated,103245,72781409,65598,22669889.9
case,202252,all_ages,vax with updated booster,21481,16853211,65598,22669889.9
case,202301,0.5-4,vaccinated,192,341080,6365,5138181
case,202301,0.5-4,vax with updated booster,5,4480,6365,5138181
case,202301,12-17,vaccinated,2441,6154036,2805,4224532.65
case,202301,12-17,vax with updated booster,151,614429,2805,4224532.65
case,202301,18-29,vaccinated,14600,14185415,13210,7762961
case,202301,18-29,vax with updated booster,1145,1261192,13210,7762961
case,202301,30-49,vaccinated,28047,24301812,20137,8778141
case,202301,30-49,vax with updated booster,3645,3667697,20137,8778141
case,202301,5-11,vaccinated,1153,3586121,3295,8853782
case,202301,5-11,vax with updated booster,87,368125,3295,8853782
case,202301,50-64,vaccinated,25527,18601970,13364,4235842.4
case,202301,50-64,vax with updated booster,5161,4549451,13364,4235842.4
case,202301,65-79,vaccinated,18771,11692286,9031,1312202.05
case,202301,65-79,vax with updated booster,7347,6112125,9031,1312202.05
case,202301,80+,vaccinated,8805,3512324,4381,555458.45
case,202301,80+,vax with updated booster,3973,1849109,4381,555458.45
case,202301,all_ages,vaccinated,95750,72293807,60123,22644604.9
case,202301,all_ages,vax with updated booster,21271,17439574,60123,22644604.9
case,202302,0.5-4,vaccinated,220,342637,5575,5125987
case,202302,0.5-4,vax with updated booster,2,6722,5575,5125987
case,202302,12-17,vaccinated,2781,6132862,3369,4221640.65
case,202302,12-17,vax with updated booster,150,637675,3369,4221640.65
case,202302,18-29,vaccinated,10206,14156816,9941,7752913
case,202302,18-29,vax with updated booster,910,1307011,9941,7752913
case,202302,30-49,vaccinated,20512,24243407,15473,8766490
case,202302,30-49,vax with updated booster,2705,3744417,15473,8766490
case,202302,5-11,vaccinated,1518,3571782,4633,8848197
case,202302,5-11,vax with updated booster,89,386487,4633,8848197
case,202302,50-64,vaccinated,18517,18522067,10018,4230401.4
case,202302,50-64,vax with updated booster,3941,4641826,10018,4230401.4
case,202302,65-79,vaccinated,13303,11627977,6820,1311997.05
case,202302,65-79,vax with updated booster,5479,6190922,6820,1311997.05
case,202302,80+,vaccinated,6221,3496971,3313,555378.45
case,202302,80+,vax with updated booster,3046,1869645,3313,555378.45
case,202302,all_ages,vaccinated,68759,72047238,45565,22617179.9
case,202302,all_ages,vax with updated booster,16081,17753821,45565,22617179.9
case,202303,0.5-4,vaccinated,230,344294,5466,5116254
case,202303,0.5-4,vax with updated booster,2,10427,5466,5116254
case,202303,12-17,vaccinated,2993,6111443,3853,4219111.65
case,202303,12-17,vax with updated booster,211,661261,3853,4219111.65
case,202303,18-29,vaccinated,9159,14127889,8868,7743959
case,202303,18-29,vax with updated booster,783,1353409,8868,7743959
case,202303,30-49,vaccinated,19517,24182283,14175,8756109
case,202303,30-49,vax with updated booster,2728,3824183,14175,8756109
case,202303,5-11,vaccinated,1707,3557015,5001,8843109
case,202303,5-11,vax with updated booster,106,405983,5001,8843109
case,202303,50-64,vaccinated,16098,18434882,8456,4225509.4
case,202303,50-64,vax with updated booster,3470,4741827,8456,4225509.4
case,202303,65-79,vaccinated,10911,11552519,5635,1311843.05
case,202303,65-79,vax with updated booster,5046,6282760,5635,1311843.05
case,202303,80+,vaccinated,5166,3479017,2547,555321.45
case,202303,80+,vax with updated booster,2712,1893656,2547,555321.45
case,202303,all_ages,vaccinated,60851,71776590,39681,22592741.9
case,202303,all_ages,vax with updated booster,14739,18095835,39681,22592741.9
case,202304,0.5-4,vaccinated,233,345907,5027,5107718
case,202304,0.5-4,vax with updated booster,3,16144,5027,5107718
case,202304,12-17,vaccinated,3270,6092667,4546,4216683.65
case,202304,12-17,vax with updated booster,241,681342,4546,4216683.65
case,202304,18-29,vaccinated,9275,14097287,9274,7735932
case,202304,18-29,vax with updated booster,850,1401666,9274,7735932
case,202304,30-49,vaccinated,18463,24110339,13754,8747512
case,202304,30-49,vax with updated booster,2770,3914837,13754,8747512
case,202304,5-11,vaccinated,1802,3542500,5268,8838869
case,202304,5-11,vax with updated booster,148,425662,5268,8838869
case,202304,50-64,vaccinated,14727,18331925,7863,4221463.4
case,202304,50-64,vax with updated booster,3664,4855771,7863,4221463.4
case,202304,65-79,vaccinated,9998,11454310,5068,1311662.05
case,202304,65-79,vax with updated booster,4747,6399310,5068,1311662.05
case,202304,80+,vaccinated,4519,3454643,2392,555250.45
case,202304,80+,vax with updated booster,2571,1925969,2392,555250.45
case,202304,all_ages,vaccinated,56982,71448504,38351,22571819.9
case,202304,all_ages,vax with updated booster,14602,18497553,38351,22571819.9
case,202305,0.5-4,vaccinated,174,347268,4504,5099492
case,202305,0.5-4,vax with updated booster,4,20870,4504,5099492
case,202305,12-17,vaccinated,3077,6078854,4111,4214391.65
case,202305,12-17,vax with updated booster,253,697196,4111,4214391.65
case,202305,18-29,vaccinated,8743,14076073,9219,7729114
case,202305,18-29,vax with updated booster,890,1434754,9219,7729114
case,202305,30-49,vaccinated,17532,24057250,13452,8739672
case,202305,30-49,vax with updated booster,2707,3982549,13452,8739672
case,202305,5-11,vaccinated,1550,3530780,4519,8835186
case,202305,5-11,vax with updated booster,135,441613,4519,8835186
case,202305,50-64,vaccinated,14079,18255896,7919,4217942.4
case,202305,50-64,vax with updated booster,3489,4940725,7919,4217942.4
case,202305,65-79,vaccinated,9519,11385140,5010,1311515.05
case,202305,65-79,vax with updated booster,4671,6481826,5010,1311515.05
case,202305,80+,vaccinated,4188,3437099,2350,555204.45
case,202305,80+,vax with updated booster,2505,1949169,2350,555204.45
case,202305,all_ages,vaccinated,54061,71211458,37950,22553447.9
case,202305,all_ages,vax with updated booster,14262,18789023,37950,22553447.9
case,202306,0.5-4,vaccinated,175,348179,4095,5091872
case,202306,0.5-4,vax with updated booster,4,25261,4095,5091872
case,202306,12-17,vaccinated,2769,6069866,3775,4212011.65
case,202306,12-17,vax with updated booster,265,708601,3775,4212011.65
case,202306,18-29,vaccinated,7926,14061549,8705,7722288
case,202306,18-29,vax with updated booster,873,1458766,8705,7722288
case,202306,30-49,vaccinated,15626,24018345,12560,8731087
case,202306,30-49,vax with updated booster,2628,4033652,12560,8731087
case,202306,5-11,vaccinated,1274,3522783,3657,8831404
case,202306,5-11,vax with updated booster,107,453590,3657,8831404
case,202306,50-64,vaccinated,13494,18201356,7503,4214649.4
case,202306,50-64,vax with updated booster,3534,5002251,7503,4214649.4
case,202306,65-79,vaccinated,9281,11335985,4825,1311380.05
case,202306,65-79,vax with updated booster,4997,6540954,4825,1311380.05
case,202306,80+,vaccinated,4311,3424395,2153,555149.45
case,202306,80+,vax with updated booster,2736,1966221,2153,555149.45
case,202306,all_ages,vaccinated,50638,71041630,35746,22534553.9
case,202306,all_ages,vax with updated booster,14768,19001844,35746,22534553.9
case,202307,0.5-4,vaccinated,164,349118,3623,5084912
case,202307,0.5-4,vax with updated booster,4,29654,3623,5084912
case,202307,12-17,vaccinated,2045,6061713,2766,4209814.65
case,202307,12-17,vax with updated booster,235,719092,2766,4209814.65
case,202307,18-29,vaccinated,7218,14049488,7867,7716313
case,202307,18-29,vax with updated booster,767,1480127,7867,7716313
case,202307,30-49,vaccinated,13640,23986356,11092,8723891
case,202307,30-49,vax with updated booster,2483,4076720,11092,8723891
case,202307,5-11,vaccinated,932,3515633,2719,8828199
case,202307,5-11,vax with updated booster,99,464433,2719,8828199
case,202307,50-64,vaccinated,11850,18157201,6798,4212130.4
case,202307,50-64,vax with updated booster,3398,5052112,6798,4212130.4
case,202307,65-79,vaccinated,8785,11297902,4673,1311264.05
case,202307,65-79,vax with updated booster,5058,6586503,4673,1311264.05
case,202307,80+,vaccinated,4019,3414278,2145,555097.45
case,202307,80+,vax with updated booster,2632,1979667,2145,555097.45
case,202307,all_ages,vaccinated,45512,70905225,32575,22518695.9
case,202307,all_ages,vax with updated booster,14338,19175129,32575,22518695.9
case,202308,0.5-4,vaccinated,129,349926,3108,5078660
case,202308,0.5-4,vax with updated booster,4,33807,3108,5078660
case,202308,12-17,vaccinated,1130,6054701,1721,4207508.65
case,202308,12-17,vax with updated booster,145,728690,1721,4207508.65
case,202308,18-29,vaccinated,6201,14040403,6674,7710684
case,202308,18-29,vax with updated booster,744,1497135,6674,7710684
case,202308,30-49,vaccinated,11238,23959379,9608,8716997
case,202308,30-49,vax with updated booster,2199,4114642,9608,8716997
case,202308,5-11,vaccinated,625,3509110,2003,8825000
case,202308,5-11,vax with updated booster,68,474554,2003,8825000
case,202308,50-64,vaccinated,10048,18119946,5976,4209729.4
case,202308,50-64,vax with updated booster,3012,5095227,5976,4209729.4
case,202308,65-79,vaccinated,7529,11265561,4320,1311132.05
case,202308,65-79,vax with updated booster,4614,6626006,4320,1311132.05
case,202308,80+,vaccinated,3761,3405805,2139,555050.45
case,202308,80+,vax with updated booster,2925,1991037,2139,555050.45
case,202308,all_ages,vaccinated,38777,70791094,28717,22503592.9
case,202308,all_ages,vax with updated booster,13494,19324047,28717,22503592.9
case,202309,0.5-4,vaccinated,116,350733,2646,5071961
case,202309,0.5-4,vax with updated booster,2,37483,2646,5071961
case,202309,12-17,vaccinated,1065,6048847,1645,4205426.65
case,202309,12-17,vax with updated booster,125,736642,1645,4205426.65
case,202309,18-29,vaccinated,5089,14032965,5389,7704690
case,202309,18-29,vax with updated booster,580,1511533,5389,7704690
case,202309,30-49,vaccinated,9569,23936962,7540,8710069
case,202309,30-49,vax with updated booster,2027,4146273,7540,8710069
case,202309,5-11,vaccinated,580,3503665,1880,8822020
case,202309,5-11,vax with updated booster,70,483178,1880,8822020
case,202309,50-64,vaccinated,8590,18088215,5060,4207403.4
case,202309,50-64,vax with updated booster,2660,5131563,5060,4207403.4
case,202309,65-79,vaccinated,6404,11237405,3615,1311006.05
case,202309,65-79,vax with updated booster,3915,6659875,3615,1311006.05
case,202309,80+,vaccinated,3144,3398149,1799,555003.45
case,202309,80+,vax with updated booster,2400,2001227,1799,555003.45
case,202309,all_ages,vaccinated,32796,70693696,23403,22488171.9
case,202309,all_ages,vax with updated booster,11582,19450471,23403,22488171.9
case,202310,0.5-4,vaccinated,130,351267,2417,5066007
case,202310,0.5-4,vax with updated booster,5,40790,2417,5066007
case,202310,12-17,vaccinated,975,6042541,1316,4203379.65
case,202310,12-17,vax with updated booster,122,745201,1316,4203379.65
case,202310,18-29,vaccinated,4012,14026228,4421,7698179
case,202310,18-29,vax with updated booster,528,1524498,4421,7698179
case,202310,30-49,vaccinated,7814,23917213,6359,8703085
case,202310,30-49,vax with updated booster,1678,4174140,6359,8703085
case,202310,5-11,vaccinated,534,3497660,1828,8819260
case,202310,5-11,vax with updated booster,88,492007,1828,8819260
case,202310,50-64,vaccinated,6726,18060860,3854,4205343.4
case,202310,50-64,vax with updated booster,2321,5162898,3854,4205343.4
case,202310,65-79,vaccinated,5447,11214778,2982,1310889.05
case,202310,65-79,vax with updated booster,3567,6687365,2982,1310889.05
case,202310,80+,vaccinated,2726,3392110,1495,554971.45
case,202310,80+,vax with updated booster,2181,2009412,1495,554971.45
case,202310,all_ages,vaccinated,26725,70611189,19111,22472467.9
case,202310,all_ages,vax with updated booster,10275,19558313,19111,22472467.9
case,202311,0.5-4,vaccinated,109,351903,2168,5060545
case,202311,0.5-4,vax with updated booster,4,44073,2168,5060545
case,202311,12-17,vaccinated,777,6037253,1198,4201243.65
case,202311,12-17,vax with updated booster,121,752488,1198,4201243.65
case,202311,18-29,vaccinated,3679,14019875,4004,7691968
case,202311,18-29,vax with updated booster,480,1537556,4004,7691968
case,202311,30-49,vaccinated,7144,23899401,5629,8696338
case,202311,30-49,vax with updated booster,1568,4200286,5629,8696338
case,202311,5-11,vaccinated,504,3492989,1599,8816271
case,202311,5-11,vax with updated booster,61,499368,1599,8816271
case,202311,50-64,vaccinated,6258,18035584,3604,4203318.4
case,202311,50-64,vax with updated booster,2135,5192184,3604,4203318.4
case,202311,65-79,vaccinated,4780,11193555,2464,1310772.05
case,202311,65-79,vax with updated booster,3323,6713405,2464,1310772.05
case,202311,80+,vaccinated,2514,3386766,1290,554954.45
case,202311,80+,vax with updated booster,2006,2016649,1290,554954.45
case,202311,all_ages,vaccinated,24375,70535181,16991,22457350.9
case,202311,all_ages,vax with updated booster,9512,19660080,16991,22457350.9
case,202312,0.5-4,vaccinated,99,352463,2015,5055162
case,202312,0.5-4,vax with updated booster,5,47301,2015,5055162
case,202312,12-17,vaccinated,847,6032108,1222,4199090.65
case,202312,12-17,vax with updated booster,133,759507,1222,4199090.65
case,202312,18-29,vaccinated,3959,14013372,4125,7685460
case,202312,18-29,vax with updated booster,546,1551305,4125,7685460
case,202312,30-49,vaccinated,6791,23882166,5612,8689278
case,202312,30-49,vax with updated booster,1559,4226377,5612,8689278
case,202312,5-11,vaccinated,449,3488661,1574,8813272
case,202312,5-11,vax with updated booster,81,506283,1574,8813272
case,202312,50-64,vaccinated,6017,18011573,3420,4201238.4
case,202312,50-64,vax with updated booster,2043,5220029,3420,4201238.4
case,202312,65-79,vaccinated,4832,11172936,2475,1310698.05
case,202312,65-79,vax with updated booster,3246,6738572,2475,1310698.05
case,202312,80+,vaccinated,2348,3381781,1252,554930.45
case,202312,80+,vax with updated booster,1845,2023405,1252,554930.45
case,202312,all_ages,vaccinated,23947,70461828,16884,22441604.9
case,202312,all_ages,vax with updated booster,9239,19759688,16884,22441604.9
case,202313,0.5-4,vaccinated,83,352939,1749,5050010
case,202313,0.5-4,vax with updated booster,1,50123,1749,5050010
case,202313,12-17,vaccinated,762,6026818,1036,4197207.65
case,202313,12-17,vax with updated booster,95,766595,1036,4197207.65
case,202313,18-29,vaccinated,3180,14007191,3499,7679430
case,202313,18-29,vax with updated booster,440,1563899,3499,7679430
case,202313,30-49,vaccinated,5817,23866267,5027,8682658
case,202313,30-49,vax with updated booster,1416,4250258,5027,8682658
case,202313,5-11,vaccinated,443,3483917,1375,8810456
case,202313,5-11,vax with updated booster,71,513504,1375,8810456
case,202313,50-64,vaccinated,5264,17989988,3021,4199424.4
case,202313,50-64,vax with updated booster,1864,5244927,3021,4199424.4
case,202313,65-79,vaccinated,4130,11154960,2301,1310603.05
case,202313,65-79,vax with updated booster,2865,6760600,2301,1310603.05
case,202313,80+,vaccinated,1965,3377589,1094,554905.45
case,202313,80+,vax with updated booster,1613,2029138,1094,554905.45
case,202313,all_ages,vaccinated,20356,70395995,14942,22427020.9
case,202313,all_ages,vax with updated booster,8198,19848822,14942,22427020.9
case,202314,0.5-4,vaccinated,82,353017,1492,5045619
case,202314,0.5-4,vax with updated booster,3,53161,1492,5045619
case,202314,12-17,vaccinated,517,6021962,716,4196094.65
case,202314,12-17,vax with updated booster,93,773309,716,4196094.65
case,202314,18-29,vaccinated,2667,14001902,2940,7676288
case,202314,18-29,vax with updated booster,342,1575919,2940,7676288
case,202314,30-49,vaccinated,4872,23851517,4124,8679657
case,202314,30-49,vax with updated booster,1222,4273208,4124,8679657
case,202314,5-11,vaccinated,325,3479459,876,8808878
case,202314,5-11,vax with updated booster,41,520391,876,8808878
case,202314,50-64,vaccinated,4412,17969709,2642,4198534.4
case,202314,50-64,vax with updated booster,1756,5268510,2642,4198534.4
case,202314,65-79,vaccinated,3654,11138189,2015,1310510.05
case,202314,65-79,vax with updated booster,2684,6781430,2015,1310510.05
case,202314,80+,vaccinated,1782,3373437,1022,554877.45
case,202314,80+,vax with updated booster,1526,2034874,1022,554877.45
case,202314,all_ages,vaccinated,17387,70334754,12743,22419866.9
case,202314,all_ages,vax with updated booster,7530,19933941,12743,22419866.9
case,202315,0.5-4,vaccinated,56,345130,1350,4884204
case,202315,0.5-4,vax with updated booster,6,52966,1350,4884204
case,202315,12-17,vaccinated,471,5846599,637,4095474.65
case,202315,12-17,vax with updated booster,92,755159,637,4095474.65
case,202315,18-29,vaccinated,2159,13620618,2604,7530935
case,202315,18-29,vax with updated booster,326,1544200,2604,7530935
case,202315,30-49,vaccinated,4219,23319904,3707,8508698
case,202315,30-49,vax with updated booster,1033,4190544,3707,8508698
case,202315,5-11,vaccinated,243,3379203,772,8581681
case,202315,5-11,vax with updated booster,49,510526,772,8581681
case,202315,50-64,vaccinated,3957,17675599,2424,4144691.4
case,202315,50-64,vax with updated booster,1427,5191699,2424,4144691.4
case,202315,65-79,vaccinated,3327,10966917,1954,1296171.5
case,202315,65-79,vax with updated booster,2398,6679729,1954,1296171.5
case,202315,80+,vaccinated,1716,3323852,971,550815.4
case,202315,80+,vax with updated booster,1450,2005175,971,550815.4
case,202315,all_ages,vaccinated,15378,68906890,11660,22031311.3
case,202315,all_ages,vax with updated booster,6634,19611347,11660,22031311.3
case,202316,0.5-4,vaccinated,52,345130,1189,4881195
case,202316,0.5-4,vax with updated booster,1,55458,1189,4881195
case,202316,12-17,vaccinated,413,5843477,713,4094745.65
case,202316,12-17,vax with updated booster,73,759588,713,4094745.65
case,202316,18-29,vaccinated,1851,13616795,2305,7528853
case,202316,18-29,vax with updated booster,246,1551859,2305,7528853
case,202316,30-49,vaccinated,3542,23309921,3194,8506682
case,202316,30-49,vax with updated booster,882,4204938,3194,8506682
case,202316,5-11,vaccinated,218,3375863,820,8580663
case,202316,5-11,vax with updated booster,40,515260,820,8580663
case,202316,50-64,vaccinated,3010,17660848,2105,4144142.4
case,202316,50-64,vax with updated booster,1206,5208186,2105,4144142.4
case,202316,65-79,vaccinated,2708,10954189,1650,1296082.5
case,202316,65-79,vax with updated booster,1937,6695329,1650,1296082.5
case,202316,80+,vaccinated,1348,3320820,878,550794.4
case,202316,80+,vax with updated booster,1080,2009429,878,550794.4
case,202316,all_ages,vaccinated,12459,68862573,10132,22026554.3
case,202316,all_ages,vax with updated booster,5351,19669741,10132,22026554.3
death,202140,12-17,vaccinated,0,4448459,4,5210285
death,202140,12-17,vax with updated booster,,,4,5210285
death,202140,18-29,vaccinated,0,10820917,25,9903305
death,202140,18-29,vax with updated booster,,,25,9903305
death,202140,30-49,vaccinated,17,20871830,345,11719437
death,202140,30-49,vax with updated booster,,,345,11719437
death,202140,50-64,vaccinated,97,18083815,740,5866318
death,202140,50-64,vax with updated booster,,,740,5866318
death,202140,65-79,vaccinated,278,13556622.1,915,1742848.9
death,202140,65-79,vax with updated booster,,,915,1742848.9
death,202140,80+,vaccinated,350,3849324,527,791989.85
death,202140,80+,vax with updated booster,,,527,791989.85
death,202140,all_ages,vaccinated,742,67182508.1,2552,30023898.75
death,202140,all_ages,vax with updated booster,,,2552,30023898.75
death,202141,12-17,vaccinated,0,4564433,2,5153474
death,202141,12-17,vax with updated booster,,,2,5153474
death,202141,18-29,vaccinated,2,11006642,30,9784932
death,202141,18-29,vax with updated booster,,,30,9784932
death,202141,30-49,vaccinated,16,21154321,267,11543131
death,202141,30-49,vax with updated booster,,,267,11543131
death,202141,50-64,vaccinated,96,18227250,669,5773788
death,202141,50-64,vax with updated booster,,,669,5773788
death,202141,65-79,vaccinated,260,13617259.1,828,1681483.9
death,202141,65-79,vax with updated booster,,,828,1681483.9
death,202141,80+,vaccinated,343,3863788,471,772621.85
death,202141,80+,vax with updated booster,,,471,772621.85
death,202141,all_ages,vaccinated,717,67869260.1,2265,29555956.75
death,202141,all_ages,vax with updated booster,,,2265,29555956.75
death,202142,12-17,vaccinated,0,4661665,3,5105916
death,202142,12-17,vax with updated booster,,,3,5105916
death,202142,18-29,vaccinated,2,11175861,26,9674573
death,202142,18-29,vax with updated booster,,,26,9674573
death,202142,30-49,vaccinated,17,21414311,223,11377635
death,202142,30-49,vax with updated booster,,,223,11377635
death,202142,50-64,vaccinated,77,18358596,543,5684766
death,202142,50-64,vax with updated booster,,,543,5684766
death,202142,65-79,vaccinated,248,13675545.1,690,1642940.9
death,202142,65-79,vax with updated booster,,,690,1642940.9
death,202142,80+,vaccinated,301,3878226,391,756299.85
death,202142,80+,vax with updated booster,,,391,756299.85
death,202142,all_ages,vaccinated,645,68502539.1,1873,29136214.75
death,202142,all_ages,vax with updated booster,,,1873,29136214.75
death,202143,12-17,vaccinated,1,4739527,0,5062529
death,202143,12-17,vax with updated booster,,,0,5062529
death,202143,18-29,vaccinated,1,11320660,20,9567176
death,202143,18-29,vax with updated booster,,,20,9567176
death,202143,30-49,vaccinated,15,21631930,196,11204023
death,202143,30-49,vax with updated booster,,,196,11204023
death,202143,50-64,vaccinated,55,18469583,485,5569546
death,202143,50-64,vax with updated booster,,,485,5569546
death,202143,65-79,vaccinated,241,13723984.1,640,1590743.45
death,202143,65-79,vax with updated booster,,,640,1590743.45
death,202143,80+,vaccinated,319,3890922,413,724665.85
death,202143,80+,vax with updated booster,,,413,724665.85
death,202143,all_ages,vaccinated,631,69037079.1,1754,28656154.3
death,202143,all_ages,vax with updated booster,,,1754,28656154.3
death,202144,12-17,vaccinated,0,4803328,2,5021049
death,202144,12-17,vax with updated booster,,,2,5021049
death,202144,18-29,vaccinated,0,11445581,22,9463109
death,202144,18-29,vax with updated booster,,,22,9463109
death,202144,30-49,vaccinated,20,21824288,209,11031495
death,202144,30-49,vax with updated booster,,,209,11031495
death,202144,50-64,vaccinated,80,18566230,530,5448941
death,202144,50-64,vax with updated booster,,,530,5448941
death,202144,65-79,vaccinated,254,13770415.1,667,1544073.45
death,202144,65-79,vax with updated booster,,,667,1544073.45
death,202144,80+,vaccinated,362,3903413,408,697055.05
death,202144,80+,vax with updated booster,,,408,697055.05
death,202144,all_ages,vaccinated,716,69509927.1,1836,28184673.5
death,202144,all_ages,vax with updated booster,,,1836,28184673.5
death,202145,12-17,vaccinated,0,4856415,3,4963310
death,202145,12-17,vax with updated booster,,,3,4963310
death,202145,18-29,vaccinated,0,11554925,21,9361278
death,202145,18-29,vax with updated booster,,,21,9361278
death,202145,30-49,vaccinated,19,21999394,221,10864330
death,202145,30-49,vax with updated booster,,,221,10864330
death,202145,50-64,vaccinated,101,18658850,563,5342325.9
death,202145,50-64,vax with updated booster,,,563,5342325.9
death,202145,65-79,vaccinated,277,13833795.1,694,1509296.45
death,202145,65-79,vax with updated booster,,,694,1509296.45
death,202145,80+,vaccinated,409,3921522,470,682011.05
